dish_id,H_pairwise,H_bert,E_composite,E_carbon,E_water,E_energy,cuisine,cook_method,n_ingredients,total_grams,log_H_pw,log_E,log_DEI_pw,Z_H_pw,Z_E,DEI_z_pw,log_H_bert,log_DEI_bert,Z_H_bert,DEI_z_bert,rank_DEI_pw,rank_DEI_bert,rank_shift,is_pareto_pw
baba_ganoush,7.6778,7.495,0.2283327510889237,0.6891,485.7,0.8,Mediterranean,grill,6,257,2.038333047789222,-1.4769512793667894,3.5152843271560115,0.4810191918666815,-0.13270391825977204,0.6137231101264535,2.014236131554561,3.4911874109213503,1.5982155710006214,1.7309194892603934,62.0,71.0,9.0,False
baklava,7.9629,7.48,0.28131109410514,1.2435,987.8,0.8,Mediterranean,bake,5,220,2.0747932551153294,-1.2682941255681701,3.3430873806834995,0.6232503594242436,0.19756819470081452,0.425682164723429,2.012232791986386,3.280526917554556,1.5431567599929696,1.345588565292155,83.0,100.0,17.0,False
banh_mi,7.2672,7.249,0.2565416685710571,1.1665,706.3,0.8,Vietnamese,bake,7,245,1.9833710729291023,-1.3604641769955543,3.3438352499246564,0.2761783732095961,0.04315320090877716,0.23302517230081893,1.9808635283187406,3.3413277053142947,0.6952510704751143,0.6520978695663371,82.0,92.0,10.0,False
beef_bourguignon,9.2647,7.344,0.8163411367437777,13.068,3390.9,1.2,French,braise,7,365,2.226211479288635,-0.20292295164563165,2.429134430934267,1.2726945331402526,3.532997213792018,-2.2603026806517654,1.9938836533181894,2.196806604963821,1.0439568735235842,-2.4890403402684336,148.0,155.0,7.0,False
bibimbap,6.0879,7.176,0.4103771234250521,6.316,2058.8,0.5,Korean,stir_fry,10,450,1.8063031946688959,-0.890678728820914,2.69698192348981,-0.3121527944530937,1.0021783011715397,-1.3143310956246335,1.970742124756495,2.861420853577409,0.42729819023787263,-0.5748801109336671,137.0,139.0,2.0,False
biryani,8.249,6.789,0.3345396378994281,2.5269,1305.9,0.8,Indian,bake,9,460,2.1100919808785945,-1.0949999074823478,3.2050918883609425,0.7659804086638736,0.5294000835043878,0.2365803251594858,1.91530365531951,3.010303562801858,-0.9932191337595705,-1.5226192172639583,95.0,128.0,33.0,False
brisket,8.7905,7.046,0.9792094431862688,15.7454,3882.1,1.5,American,smoke,5,290,2.1736715929007073,-0.021009723493749546,2.194681316394457,1.0361248395036482,4.548333984264603,-3.5122091447609547,1.952460079919046,1.9734698034127955,-0.04987817182845099,-4.598212156093053,155.0,158.0,3.0,False
brownie,4.2749,7.362,0.3645830754384144,2.5955,1653.7,0.8,Other,bake,5,260,1.4527607103022653,-1.0090008373475932,2.4617615476498584,-1.2166252840422207,0.71669377809131,-1.9333190621335308,1.9963316349568294,3.0053324723044224,1.1100274467327667,0.3933336686414567,147.0,129.0,-18.0,False
bruschetta,6.3635,7.304,0.2200736836601747,0.7575,367.7,0.8,Italian,bake,5,183,1.8505785404499648,-1.51379286297681,3.364371403426775,-0.1746610028751769,-0.1841917431987654,0.009530740323588499,1.9884221432926674,3.5022150062694775,0.8971333775031767,1.081325120701942,79.0,70.0,-9.0,False
buffalo_wings,4.3427,6.761,0.386292331318037,2.6625,1365.4,1.0,American,deep_fry,4,320,1.468496274491672,-0.9511608611299427,2.4196571356216148,-1.1828011059980161,0.8520313783626191,-2.0348324843606354,1.9111708081085408,2.8623316692384835,-1.0959955809738542,-1.9480269593364734,150.0,138.0,-12.0,False
bulgogi,9.0043,7.375,0.6615588732726678,12.4425,3274.3,0.6,Korean,grill,7,280,2.197702241014536,-0.41315629973102275,2.610858540745559,1.1427857431297685,2.5680696170610644,-1.4252838739312959,1.9980959022258835,2.4112522019569065,1.1577450829393987,-1.4103245341216657,140.0,154.0,14.0,False
bun_bo_hue,7.4734,6.883,0.4268114422342925,7.3015,2273.4,0.4,Vietnamese,boil,8,380,2.011350049542717,-0.8514129505552047,2.8627630000979214,0.3790477760519998,1.104631433700323,-0.7255836576483231,1.929054603416227,2.7804675539714316,-0.648183918111612,-1.752815351811935,124.0,147.0,23.0,False
bun_cha,6.1345,7.232,0.2664993860833531,1.947,1162.3,0.6,Vietnamese,grill,8,360,1.8139285752491006,-1.322383339006084,3.1363119142551845,-0.2889049080687291,0.10523057471497521,-0.3941354827837043,1.9785156230898755,3.3008989620959595,0.6328510846664431,0.5276205099514679,100.0,96.0,-4.0,False
burrito,3.4995,6.827,0.276301431930006,2.2195,1211.6,0.6,Mexican,grill,7,400,1.2526201011474571,-1.2862628645471725,2.5388829656946297,-1.6034581403176804,0.16633747630530368,-1.769795616622984,1.9208853384361433,3.2071482029833156,-0.8537368125401825,-1.0200742888454861,142.0,111.0,-31.0,False
butter_chicken,9.7021,7.297,0.2453824918883798,2.5309,1290.8,0.4,Indian,simmer,10,420,2.2723423569230707,-1.4049370944486421,3.677279451371713,1.4909053808767578,-0.02641418553742058,1.5173195664141783,1.987463304783483,3.392400399232125,0.8714392656996033,0.8978534512370239,47.0,83.0,36.0,False
ca_phe_sua_da,9.9583,7.43,0.0363340634140795,0.513,336.3,0.0,Vietnamese,cold,3,95,2.298406374297628,-3.314999591657493,5.6134059659551205,1.618718867822557,-1.3296423020182189,2.948361169840776,2.005525858729668,5.32052545038716,1.3596273899674578,2.6892696919856767,4.0,6.0,2.0,True
caesar_salad,2.7727,6.747,0.0525168062162769,0.752,471.8,0.0,Other,raw,6,240,1.0198215747010473,-2.9466220422062492,3.9664436169072967,-1.9660453468446397,-1.2287575186428028,-0.7372878282018369,1.9090979616452883,4.855720003851538,-1.1473838045809976,0.08137371406180516,33.0,12.0,-21.0,False
caprese,5.5521,7.136,0.1118488797934876,2.474,751.6,0.0,Italian,raw,4,240,1.7141762345696754,-2.190606606353303,3.9047828409229783,-0.5794535997050816,-0.8588756350081967,0.27942203530311516,1.9651523952777084,4.1557590016310115,0.28047469421746507,1.1393503292256617,36.0,24.0,-12.0,False
ceviche,10.0,7.301,0.039418546557507,0.9145,270.8,0.0,Mexican,raw,6,250,2.302585092994046,-3.2335188486245943,5.53610394161864,1.6395222339647895,-1.3104133358563423,2.9499355698211316,1.9880113250739486,5.221530173698543,0.8861216153016457,2.196534951157988,6.0,8.0,2.0,True
chana_masala,7.2672,7.131,0.1795333304373007,0.5939,986.9,0.4,Indian,simmer,9,345,1.9833710729291023,-1.7173944034036395,3.7007654763327418,0.2761783732095961,-0.43692422512989615,0.7131025983394923,1.9644514770461665,3.681845880449806,0.26212175721491454,0.6990459823448107,46.0,54.0,8.0,False
char_siu,6.0879,7.017,0.3230840935392318,1.941,1316.9,0.8,Chinese,roast,6,260,1.8063031946688959,-1.1298426381304052,2.9361458327993013,-0.3121527944530937,0.4579851123000661,-0.7701379067531597,1.9483357762701516,3.078178414400557,-0.15632520644324602,-0.6143103187433121,120.0,122.0,2.0,False
cheesecake,7.0585,7.268,0.4162269009143125,5.2365,1604.2,0.8,Other,bake,6,430,1.9542325643421172,-0.8765247325262424,2.8307572968683594,0.1720617661620229,1.0386463796679914,-0.8665846135059685,1.9834811505339247,2.8600058830601673,0.7649922310848083,-0.27365414858318315,127.0,140.0,13.0,False
chicken_salad,2.5094,6.953,0.0681619356522414,0.9585,609.1,0.0,Other,raw,6,290,0.9200436807434622,-2.6858689982105344,3.6059126789539966,-2.097400893733121,-1.1312242689755523,-0.9661766247575689,1.9391732211168808,4.625042219327415,-0.39124280007589807,0.7399814688996542,55.0,17.0,-38.0,False
chicken_sandwich,3.1131,6.743,0.2305453291832126,1.5495,827.0,0.6,American,deep_fry,5,295,1.1356190142972054,-1.4673077799872065,2.6029267942844116,-1.7962260222687219,-0.11891049248072444,-1.6773155297879974,1.908504929752445,3.3758127097396518,-1.1620661541830366,-1.043155661702312,141.0,85.0,-56.0,False
chile_relleno,7.9222,6.786,0.3181617528849141,2.3685,612.2,1.0,Mexican,deep_fry,6,310,2.069668945031008,-1.1451953686532155,3.214864313684224,0.6029458749640794,0.42729876470864225,0.1756471102554371,1.9148616663620384,3.060057035015254,-1.0042308959611015,-1.4315296606697436,94.0,124.0,30.0,False
chow_fun,6.0409,7.171,0.372484261208624,5.834,1721.6,0.5,Chinese,stir_fry,6,320,1.798553007468856,-0.9875604938440837,2.78611350131294,-0.33560023351028595,0.7659505341665703,-1.1015507676768563,1.9700451149004379,2.9576056087445215,0.4089452532353221,-0.3570052809312482,131.0,131.0,0.0,False
chow_mein,2.2025,6.051,0.19426553805153,1.207,741.2,0.5,Chinese,stir_fry,7,350,0.7895930788281976,-1.6385293029641408,2.4281223817923383,-2.250507681959764,-0.34508221837184755,-1.9054254635879164,1.8002235476401844,3.4387528506043252,-3.702112635336085,-3.3570304169642378,149.0,78.0,-71.0,False
churro,9.7885,7.396,0.3234748223106578,1.554,885.8,1.0,Mexican,deep_fry,6,215,2.2812082272344605,-1.1286339970942594,3.40984222432872,1.5340087582074262,0.46042095324159676,1.0735878049658294,2.0009393135248783,3.1295733106191377,1.2348274183501122,0.7744064651085154,75.0,120.0,45.0,False
churros_spanish,8.7482,7.323,0.3234748223106578,1.554,885.8,1.0,Spanish,deep_fry,6,215,2.168847964921723,-1.1286339970942594,3.2974819620159823,1.0150221443521759,0.46042095324159676,0.554601191110579,1.9910200800789328,3.119654077173192,0.9668745381128706,0.5064535848712739,88.0,121.0,33.0,False
clam_chowder,8.29,6.858,0.1957745939328879,2.291,749.0,0.4,American,simmer,7,335,2.1150499691472033,-1.6307913124993088,3.745841281646512,0.7864345576286573,-0.33567461809338806,1.1221091757220454,1.9254158540407285,3.5562071665400374,-0.7399486031243679,-0.4042739850309799,43.0,65.0,22.0,False
club_sandwich,5.3447,6.95,0.0745333152011155,1.1245,644.0,0.0,American,raw,6,245,1.6761054156801145,-2.596509069645958,4.272614485326073,-0.6829216605659671,-1.0915044728045695,0.4085828122386024,1.9387416595767009,4.535250729222659,-0.402254562277429,0.6892499105271406,20.0,19.0,-1.0,False
coleslaw,3.6724,6.704,0.013196413963922,0.2035,134.3,0.0,American,raw,5,235,1.3008453992874078,-4.327810155698477,5.628655554985885,-1.5172014974881383,-1.4738846459228931,-0.04331685156524512,1.902704363179782,6.230514518878259,-1.305219062802936,0.16866558311995705,3.0,3.0,0.0,False
com_tam,8.9184,6.941,0.2925279261245002,2.3265,1381.5,0.6,Vietnamese,grill,6,410,2.188116558305492,-1.2291951429376562,3.417311701243148,1.0999318066401345,0.2674950100907202,0.8324367965494143,1.9374458563574466,3.166640999295103,-0.43528984888202193,-0.7027848589727421,74.0,114.0,40.0,False
congee,3.4995,6.984,0.1429436030199488,0.9255,456.8,0.4,Chinese,boil,5,148,1.2526201011474571,-1.9453051109881232,3.1979252121355803,-1.6034581403176804,-0.6650281237943318,-0.9384300165233486,1.943621818537301,3.8889269295254243,-0.27745459066008343,0.3875735331342484,96.0,35.0,-61.0,False
coq_au_vin,8.7905,7.166,0.433244547442996,2.7775,1371.8,1.2,French,braise,7,400,2.1736715929007073,-0.836452935709711,3.0101245286104183,1.0361248395036482,1.1447360336030776,-0.10861119409942943,1.969347618882762,2.805800554592473,0.3905923162327715,-0.754143717370306,110.0,146.0,36.0,False
cornbread,4.7848,6.978,0.2367189718162237,1.1525,468.8,0.8,American,bake,6,245,1.56544422674821,-1.4408816143592993,3.0063258411075093,-0.9622455143557918,-0.08042340736286759,-0.8818221069929242,1.9427623427645824,3.3836439571238817,-0.29947811506314537,-0.2190547077002778,111.0,84.0,-27.0,False
creme_brulee,9.4399,7.324,0.2801526093771747,2.0055,778.2,0.8,French,bake,4,252,2.244945386880962,-1.272420790799783,3.5173661776807448,1.360098603838551,0.19034608889013338,1.1697525149484176,1.9911566268122642,3.2635774176120473,0.9705451255133788,0.7801990366232454,61.0,102.0,41.0,False
crepe,8.6639,7.239,0.1703383946222554,1.1025,477.0,0.5,French,pan_fry,5,235,2.159164967619153,-1.7699682638630125,3.929133231482165,0.9729664185538505,-0.4942463440803215,1.467212762634172,1.9794830753110044,3.749451339174017,0.6585451964700132,1.1527915405503346,34.0,48.0,14.0,False
croissant,7.2672,7.299,0.2528773599570321,1.4301,594.1,0.8,French,bake,6,202,1.9833710729291023,-1.3748506510334464,3.358221723962549,0.2761783732095961,0.020309546698541164,0.2558688265110549,1.9877373524694952,3.3625880035029416,0.8787804405006261,0.858470893802085,81.0,87.0,6.0,False
dal,8.29,6.929,0.1513163041255206,0.4209,688.1,0.4,Indian,simmer,8,185,2.1150499691472033,-1.888382903745557,4.003432872892761,0.7864345576286573,-0.6128318955265242,1.3992664531551815,1.9357155026452442,3.8240984063908012,-0.4793368976881425,0.13349499783838165,31.0,44.0,13.0,False
dan_dan_noodles,10.0,7.243,0.1768632843021446,1.0465,838.3,0.4,Chinese,boil,7,265,2.302585092994046,-1.7323782499394325,4.034963342933478,1.6395222339647895,-0.4535695509093439,2.0930917848741335,1.980035485213189,3.712413735152621,0.6732275460720556,1.1267970969813996,27.0,50.0,23.0,False
dim_sum,4.844,6.977,0.1486246479702183,1.358,682.5,0.3,Chinese,steam,6,180,1.5777408256908458,-1.906331292551165,3.484072118242011,-0.9327117187773709,-0.6296119402610859,-0.303099778516285,1.9426190249570996,3.8489503175082644,-0.30314870246365355,0.32646323779743236,68.0,40.0,-28.0,False
dolma,7.1005,7.407,0.1463439103506557,0.7515,542.8,0.4,Mediterranean,simmer,7,195,1.9601652041029307,-1.9217958768865622,3.881961080989493,0.19301479680887518,-0.6438302791111905,0.8368450759200656,2.002425499031152,3.924221375917714,1.2752038797557248,1.9190341588669153,38.0,33.0,-5.0,False
donburi,1.0,6.081,0.2347841626076021,2.2265,1240.0,0.4,Japanese,simmer,6,420,0.0,-1.4490886438669626,1.4490886438669626,-2.8504129046464293,-0.0924851950505546,-2.7579277095958745,1.8051691561379728,3.254257800004935,-3.5919950133207785,-3.499509818270224,158.0,103.0,-55.0,False
dosa,2.5094,6.872,0.1613769949862088,0.6816,476.0,0.5,Indian,pan_fry,4,132,0.9200436807434622,-1.8240120674675226,2.744055748210985,-2.097400893733121,-0.55011257590972,-1.5472883178234014,1.9274551846819543,3.751467252149477,-0.6885603795172245,-0.13844780360750453,135.0,47.0,-88.0,False
dumplings,8.4138,7.08,0.1552253181381092,1.066,837.7,0.3,Chinese,steam,6,250,2.129873214978523,-1.862877552204473,3.992750767182996,0.8481961098686656,-0.5884627242005166,1.4366588340691822,1.9572739077056285,3.820151459910101,0.07492179978889459,0.6633845239894112,32.0,45.0,13.0,False
edamame,8.29,7.174,0.122958281541028,0.5004,322.8,0.4,Japanese,boil,2,153,2.1150499691472033,-2.095910155605574,4.210960124752777,0.7864345576286573,-0.789618550320495,1.5760531079491522,1.970463379110091,4.066373534715665,0.41995701543685304,1.2095755657573481,21.0,25.0,4.0,False
elote,9.9163,7.372,0.1805572994317562,0.903,384.9,0.6,Mexican,grill,5,250,2.2941798678500285,-1.7117071032098954,4.005886971059924,1.5977658371757049,-0.43054070340854994,2.028306540584255,1.9976890398075768,3.7093961430174724,1.1467333207378678,1.5772740241464178,30.0,51.0,21.0,False
enchilada,5.8499,6.83,0.2953211986902908,2.3305,879.3,0.8,Mexican,bake,6,330,1.7664245670805667,-1.219691705845425,2.986116272925992,-0.4308866347852573,0.2849085413537896,-0.7157951761390469,1.9213246735826988,3.141016379428124,-0.8427250503386515,-1.1276335916924412,114.0,118.0,4.0,False
escargot,8.4138,7.185,0.22905787543792,0.962,424.5,0.8,French,bake,4,95,2.129873214978523,-1.4737805761890834,3.6036537911676065,0.8481961098686656,-0.12818342295419272,0.9763795328228583,1.9719955195309882,3.4457760957200714,0.4603334768424623,0.588516899796655,56.0,76.0,20.0,False
fajita,2.2025,6.671,0.2319769200463485,1.6045,830.3,0.6,Mexican,grill,5,325,0.7895930788281976,-1.4611173948233878,2.2507104736515853,-2.250507681959764,-0.10998581661613123,-2.140521865343633,1.8977697737273784,3.3588871685507664,-1.4263484470197703,-1.316362630403639,154.0,89.0,-65.0,False
falafel,5.653,7.341,0.3067878357769481,0.8195,871.3,1.0,Mediterranean,deep_fry,7,258,1.7321863776931536,-1.1815988589812332,2.9137852366743866,-0.5291164379844295,0.35639266568745065,-0.8855091036718802,1.9934750731286444,3.1750739321098775,1.0329451113220531,0.6765524456346025,123.0,113.0,-10.0,False
fish_and_chips,3.4085,6.801,0.3253698736066217,2.0975,769.4,1.0,Other,deep_fry,5,530,1.2262723118207028,-1.1227926711303742,2.3490649829510772,-1.6488563733858606,0.47223488625749194,-2.1210912596433524,1.9170696601935016,3.0398623313238757,-0.9491720849534466,-1.4214069712109385,151.0,126.0,-25.0,False
french_fries,5.1836,6.585,0.247277363637544,0.6991,178.4,1.0,American,deep_fry,3,232,1.6454997955791224,-1.3972446426614702,3.0427444382405926,-0.7632914995471076,-0.014601371833635595,-0.748690127713472,1.8847943351952443,3.2820389778567147,-1.7420189634636472,-1.7274175916300116,107.0,99.0,-8.0,False
french_onion_soup,9.2211,7.065,0.2794902450794066,4.4295,1218.5,0.4,French,simmer,5,350,2.221494336308958,-1.274787888321964,3.4962822246309218,1.2509432918020917,0.1862168458123242,1.0647264459897676,1.9551530161364907,3.229940904458455,0.019862988781242985,-0.16635385703108121,65.0,108.0,43.0,False
fresh_spring_roll,7.5144,7.119,0.0531295222848464,1.0375,406.0,0.0,Vietnamese,raw,7,200,2.0168211796981685,-2.9350225299986996,4.951843709696869,0.3995019250167844,-1.2249377874264187,1.624439712443203,1.9627672661217361,4.897789796120436,0.21807470840879067,1.4430124958352093,12.0,11.0,-1.0,False
fried_chicken,4.7848,7.048,0.393529317972158,2.6084,1467.3,1.0,American,deep_fry,6,375,1.56544422674821,-0.9325997082529256,2.4980439350011356,-0.9622455143557918,0.8971474529252476,-1.8593929672810394,1.9527438886338784,2.8853435968868038,-0.042536997027431425,-0.939684449952679,144.0,134.0,-10.0,False
fried_rice,4.135,6.66,0.2050187887838639,1.509,794.5,0.5,Chinese,stir_fry,7,335,1.4194873284756546,-1.584653651439358,3.0041409799150127,-1.2864188313635216,-0.2780454135500016,-1.00837341781352,1.8961194845522977,3.480773135991656,-1.4667249084253826,-1.188679494875381,112.0,72.0,-40.0,False
gazpacho,9.4399,7.436,0.0402863263051759,0.668,344.6,0.0,Spanish,cold,8,370,2.244945386880962,-3.2117431652422823,5.456688552123245,1.360098603838551,-1.3050035130017603,2.6651021168403113,2.0063330698591977,5.2180762351014796,1.3816509143705198,2.68665442737228,9.0,9.0,0.0,False
gelato,9.2647,7.564,0.0648149325917145,1.2235,500.4,0.0,Italian,cold,4,280,2.226211479288635,-2.736219260941248,4.962430740229883,1.2726945331402526,-1.1520898096842793,2.424784342824532,2.023400150796211,4.759619411737459,1.851486101635824,3.0035759113201035,11.0,14.0,3.0,False
general_tso,6.8891,6.649,0.3714217975765348,2.3185,1272.8,1.0,Chinese,deep_fry,9,350,1.9299404524006092,-0.9904169414881231,2.9203573938887324,0.08755120921971819,0.759327033152081,-0.6717758239323629,1.894466467420318,2.884883408908441,-1.5071013698309952,-2.266428402983076,122.0,135.0,13.0,False
gnocchi,9.2211,7.211,0.1493656341086219,1.189,467.3,0.4,Italian,boil,5,325,2.221494336308958,-1.9013580587901766,4.122852395099135,1.2509432918020917,-0.6249925610266287,1.8759358528287204,1.9756076379346226,3.876965696724799,0.5557687492557296,1.1807613102823584,24.0,36.0,12.0,False
green_curry,5.3973,7.287,0.2611478475643975,2.321,1536.4,0.4,Thai,simmer,8,575,1.6858988285285466,-1.3426685662766353,3.028567394805182,-0.6566804840891945,0.0718685661352727,-0.7285490502244673,1.986091938688145,3.32876050496478,0.8347333916945022,0.7628648255592295,108.0,93.0,-15.0,False
grilled_cheese,7.8408,7.194,0.1882054209607936,1.7955,516.5,0.5,American,pan_fry,3,155,2.059340869972833,-1.6702212479906786,3.7295621179635114,0.5623369060437511,-0.38286157428211887,0.94519848032587,1.9732473452734323,3.643468593264111,0.49336876344705516,0.876230337729174,44.0,59.0,15.0,False
guacamole,8.706,6.93,0.0347126588909858,0.4681,328.1,0.0,Mexican,raw,7,220,2.1640124431301055,-3.3606508490176483,5.524663292147753,0.9939693373689095,-1.339750294592507,2.3337196319614164,1.9358598132018119,5.29651066221946,-0.4756663102876344,0.8640839843048727,7.0,7.0,0.0,True
gyro,7.0164,7.158,0.4052126119464612,4.2615,1720.4,0.8,Mediterranean,roast,7,330,1.948250265987488,-0.9033433818539307,2.851593647841419,0.15105884734696354,0.9699822372455441,-0.8189233898985806,1.968230612343834,2.8715739941977647,0.36122761702869005,-0.6087546202168541,126.0,136.0,10.0,False
hamburger,4.7247,6.712,0.5502933141427692,9.981,2552.6,0.6,American,grill,6,300,1.5528040668665077,-0.597303844467298,2.150107911333806,-0.992228303448073,1.8744293629231719,-2.866657666371245,1.903896969164905,2.5012008136322033,-1.2758543635988546,-3.1502837265220265,156.0,152.0,-4.0,False
hot_and_sour_soup,4.9601,6.726,0.1340866392818403,0.713,403.6,0.4,Chinese,boil,8,215,1.6014259018239225,-2.009269126157478,3.6106950279814005,-0.8747915554892866,-0.7202432921378378,-0.15454826335144878,1.9059806133180779,3.9152497394755557,-1.2244661399917112,-0.5042228478538734,54.0,34.0,-20.0,False
hummus,8.0037,7.347,0.0956000970923752,0.2991,1112.0,0.0,Mediterranean,raw,6,212,2.0799039347596766,-2.3475814433146778,4.427485378074355,0.6436047320526144,-0.960172117498998,1.6037768495516125,1.9942920666381405,4.341873509952818,1.0549686357251151,2.015140753224113,16.0,21.0,5.0,False
ice_cream,6.7171,7.338,0.0838113240686453,1.5265,653.7,0.0,Other,cold,4,280,1.9046565137725386,-2.4791871485395447,4.383843662312083,0.0017435599040372654,-1.0336644684124319,1.035408028316469,1.9930663259330903,4.472253474472635,1.0219333491205222,2.055597817532954,17.0,20.0,3.0,False
japchae,8.6219,7.318,0.2850385521038225,4.039,1118.6,0.5,Korean,stir_fry,9,280,2.154305478020615,-1.255130837321993,3.409436315342608,0.9520133879069983,0.2208055282810643,0.7312078596259339,1.990337066597015,3.2454679039190077,0.9485216011103168,0.7277160728292524,76.0,105.0,29.0,False
katsu,8.0037,6.973,0.3813776644673086,2.1645,1433.4,1.0,Japanese,deep_fry,6,350,2.0799039347596766,-0.9639651494936455,3.043869084253322,0.6436047320526144,0.8213928700047686,-0.1777881379521542,1.9420455482388737,2.906010697732519,-0.3178310520656959,-1.1392239220704645,106.0,132.0,26.0,False
kebab,7.2672,7.286,0.4289247527784806,5.291,2279.8,0.6,Mediterranean,grill,6,303,1.9833710729291023,-0.8464737768875165,2.829844849816619,0.2761783732095961,1.1178060159736347,-0.8416276427640386,1.985954698586372,2.8324284754738884,0.8310628042939908,-0.2867432116796439,128.0,144.0,16.0,False
kimbap,8.6639,7.307,0.1364470620417334,2.6715,1000.1,0.0,Korean,raw,7,275,2.159164967619153,-1.9918185634503343,4.150983531069487,0.9729664185538505,-0.7055281884179739,1.6784946069718245,1.9888327928090808,3.980651356259415,0.9081451397047077,1.6136733281226816,23.0,28.0,5.0,False
kimchi,4.6016,7.178,0.0107893163244967,0.1615,115.8,0.0,Korean,raw,7,255,1.526404069104536,-4.529198863675368,6.0556029327799035,-1.0536406385106332,-1.488890725354862,0.43525008684422883,1.9710207927254155,6.500219656400783,0.43463936503889217,1.9235300903937542,2.0,1.0,-1.0,True
kimchi_jjigae,4.7848,6.817,0.1738305685587496,1.121,782.3,0.4,Korean,boil,7,300,1.56544422674821,-1.749674198079432,3.315118424827642,-0.9622455143557918,-0.4724757940939092,-0.48976972026188254,1.9194194923806482,3.6690936904600804,-0.8904426865452836,-0.41796689245137436,86.0,57.0,-29.0,False
korean_fried_chicken,4.7247,6.228,0.3907836556182036,2.5675,1444.4,1.0,Korean,deep_fry,8,395,1.5528040668665077,-0.9396011825688586,2.4924052494353663,-0.992228303448073,0.8800307283263056,-1.8722590317743786,1.829055253971752,2.7686564365406108,-3.0524186654457837,-3.9324493937720892,145.0,148.0,3.0,False
korma,8.9184,7.243,0.2480675328093393,2.2049,1407.1,0.4,Indian,simmer,9,375,2.188116558305492,-1.3940542601716381,3.58217081847713,1.0999318066401345,-0.009675380813394143,1.1096071874535287,1.980035485213189,3.3740897453848273,0.6732275460720556,0.6829029268854497,59.0,86.0,27.0,False
