dish_id,H_pairwise,H_bert,E_composite,E_carbon,E_water,E_energy,cuisine,cook_method,n_ingredients,total_grams,log_H_pw,log_E,log_DEI_pw,Z_H_pw,Z_E,DEI_z_pw,log_H_bert,log_DEI_bert,Z_H_bert,DEI_z_bert,rank_DEI_pw,rank_DEI_bert,rank_shift,is_pareto_pw
kung_pao_chicken,5.3973,6.489,0.2407579913425084,1.9045,1127.7,0.5,Chinese,stir_fry,9,320,1.6858988285285466,-1.4239630353241268,3.1098618638526734,-0.6566804840891945,-0.055243769093947195,-0.6014367149952473,1.8701084356390314,3.294071470963158,-2.094395353912625,-2.039151584818678,102.0,97.0,-5.0,False
larb,8.6219,7.071,0.2198598697019789,1.4525,989.5,0.5,Thai,raw,7,265,2.154305478020615,-1.5147648914724623,3.6690703694930775,0.9520133879069983,-0.1855246800883201,1.1375380679953184,1.9560019126221038,3.4707668040945663,0.04188651318430167,0.22741119327262177,48.0,74.0,26.0,False
lasagna,6.9741,6.885,0.5943961798471784,9.715,2622.1,0.8,Italian,bake,7,425,1.942203287123987,-0.5202092125050639,2.4624124996290506,0.12995615219549078,2.149370892131696,-2.019414739936205,1.929345132180618,2.449554344685682,-0.6408427433105924,-2.790213635442288,146.0,153.0,7.0,False
lo_mein,3.4085,6.505,0.1958151798842702,1.199,762.1,0.5,Chinese,stir_fry,7,320,1.2262723118207028,-1.630584024392002,2.856856336212705,-1.6488563733858606,-0.33542160134812216,-1.3134347720377384,1.8725711119644686,3.5031551363564706,-2.035665955504462,-1.70024435415634,125.0,69.0,-56.0,False
lobster_roll,9.134,7.177,0.1997214767272574,2.36,779.3,0.4,American,boil,6,265,2.2120037147628073,-1.610831499389194,3.8228352141520014,1.2074906972939767,-0.3110693691201389,1.5185600664141157,1.9708814684479348,3.5817129678371287,0.43096877763838076,0.7420381467585196,40.0,63.0,23.0,False
mac_and_cheese,6.63,6.986,0.3013898684318615,2.8415,822.0,0.8,American,bake,5,310,1.891604804197771,-1.199350608378424,3.090955412576195,-0.041709034604078175,0.32274121531633754,-0.3644502499204157,1.9439081463846402,3.143258754763064,-0.2701134158590639,-0.5928546311754015,103.0,117.0,14.0,False
mango_sticky_rice,8.833,7.382,0.1575942646055001,1.1553,843.6,0.3,Thai,steam,5,371,2.178494707762995,-1.8477314943176473,4.026226202080642,1.0573273109915347,-0.5736944828639344,1.631021793855469,1.9990446046078068,3.846776098925454,1.1834391947429688,1.757133677606903,28.0,41.0,13.0,False
mapo_tofu,7.9222,6.879,0.2133064982371322,1.3605,933.4,0.5,Chinese,stir_fry,7,300,2.069668945031008,-1.5450251887221362,3.6146941337531446,0.6029458749640794,-0.22637903146069172,0.8293249064247711,1.928473292543877,3.473498481266013,-0.6628662677136544,-0.4364872362529627,52.0,73.0,21.0,False
massaman_curry,9.0043,7.313,0.5748645506702768,10.3715,3286.4,0.4,Thai,simmer,9,630,2.197702241014536,-0.5536208299860484,2.7513230710005843,1.1427857431297685,2.0276088272848694,-0.8848230841551008,1.989653586288814,2.5432744162748624,0.9301686641077663,-1.0974401631771031,133.0,151.0,18.0,False
minestrone,3.7548,6.638,0.1196048159520431,0.5215,276.6,0.4,Italian,simmer,8,260,1.3230350214806996,-2.123562171118755,3.4465971925994543,-1.4760936468857422,-0.8105243790565061,-0.6655692678292361,1.892810713297783,4.016372884416538,-1.5474778312366075,-0.7369534521801014,71.0,26.0,-45.0,False
miso_soup,4.4745,6.965,0.1090529409366971,0.4095,177.0,0.4,Japanese,boil,3,90,1.4983946136407758,-2.2159218179984954,3.714316431639271,-1.117048500301465,-0.8763057881871694,-0.24074271211429554,1.940897607231769,4.156819425230264,-0.3471957512697774,0.529110036917392,45.0,23.0,-22.0,False
moussaka,8.0445,7.124,0.5167985075858745,7.8365,2160.3,0.8,Mediterranean,bake,8,465,2.0849886281089525,-0.660102214316145,2.7450908424250975,0.6639591046809847,1.6656195001578231,-1.0016603954768384,1.9634693654274151,2.62357157974356,0.2364276454113412,-1.429191854746482,134.0,149.0,15.0,False
naan,4.2057,7.203,0.2138116130018896,0.7861,284.2,0.8,Indian,bake,5,147,1.4364407480604628,-1.5426599647386732,2.979100712799136,-1.25114789644132,-0.223230097176489,-1.0279177992648312,1.974497605907226,3.517157570645899,0.5264040500516481,0.7496341472281371,115.0,68.0,-47.0,False
nachos,8.4138,6.823,0.2693445432591771,1.9215,668.3,0.8,Mexican,bake,6,250,2.129873214978523,-1.3117638889834855,3.4416371039620084,0.8481961098686656,0.12296755965383491,0.7252285502148307,1.9202992578332867,3.232063146816772,-0.8684191621422216,-0.9913867217960565,72.0,106.0,34.0,False
okonomiyaki,5.0732,7.216,0.1942506282035568,1.149,755.9,0.5,Japanese,pan_fry,6,315,1.6239717822111375,-1.6386060557444653,3.262577837955603,-0.8183680372474055,-0.3451751678057799,-0.4731928694416256,1.9763007827603225,3.614906838504788,0.5741216862582801,0.91929685406406,91.0,62.0,-29.0,False
onigiri,6.63,7.085,0.0556931760085771,1.0421,436.0,0.0,Japanese,raw,3,182,1.891604804197771,-2.887897652865271,4.779502457063042,-0.041709034604078175,-1.2089557222271232,1.167246687623045,1.9579798731426437,4.845877526007914,0.09327473679144511,1.3022304590185683,13.0,13.0,0.0,False
orange_chicken,3.6724,6.438,0.3702907257974551,2.3175,1259.3,1.0,Chinese,deep_fry,8,345,1.3008453992874078,-0.9934668364816452,2.294312235769053,-1.5172014974881383,0.7522758223153736,-2.269477319803512,1.8622179328766164,2.8556847693582617,-2.2815953113386453,-3.033871133654019,152.0,142.0,-10.0,False
osso_buco,8.8757,7.166,0.934,15.8045,4119.8,1.2,Italian,braise,7,395,2.1833172054905856,-0.06827884075329438,2.25159604624388,1.0786295588158346,4.266493944036651,-3.1878643852208164,1.969347618882762,2.0376264596360567,0.3905923162327715,-3.87590162780388,153.0,157.0,4.0,False
pad_see_ew,7.3499,6.887,0.2391870645940731,1.991,1086.4,0.5,Thai,stir_fry,6,390,1.9946867076900137,-1.4305093361518917,3.4251960438419053,0.3174358883166125,-0.06503707834020306,0.38247296665681557,1.9296355765625612,3.360144912714453,-0.6335015685095728,-0.5684644901693698,73.0,88.0,15.0,False
pad_thai,6.6737,6.777,0.2390955383002528,2.316,1001.9,0.5,Thai,stir_fry,9,390,1.8981744287644857,-1.4308920650840489,3.3290664938485346,-0.01990790509771022,-0.06560766210576614,0.045699757008055925,1.913534526153976,3.344426591238025,-1.037266182565691,-0.9716585204599248,85.0,91.0,6.0,False
paella,8.4967,7.111,0.2576096497632017,2.681,1401.0,0.4,Spanish,simmer,9,440,2.13967785281932,-1.3563098251926804,3.4959876780120003,0.8895534013120957,0.049811098926157704,0.839742302385938,1.9616428809013808,3.3179527060940615,0.18871000920470918,0.13889891027855147,66.0,94.0,28.0,False
palak_paneer,7.8001,7.231,0.2075051881169707,2.7469,774.7,0.4,Indian,simmer,9,390,2.0541365541261842,-1.5725989366506006,3.6267354907767846,0.5420324215835869,-0.2625449596917597,0.8045773812753466,1.9783773391928148,3.550976275843415,0.6291804972659317,0.8917254569576915,51.0,66.0,15.0,False
pancake,5.8499,7.162,0.1740145033925502,1.1345,513.5,0.5,American,pan_fry,5,255,1.7664245670805667,-1.748616630410514,3.5150411974910805,-0.4308866347852573,-0.4713291265549153,0.04044249176965803,1.968789271576241,3.717405901986755,0.3759099666307292,0.8472390931856445,63.0,49.0,-14.0,False
paneer_tikka,9.0043,7.1,0.2850173554547919,3.7719,919.3,0.6,Indian,grill,8,290,2.197702241014536,-1.2552052042349897,3.452907445249526,1.1427857431297685,0.2206733863214549,0.9221123568083136,1.9600947840472698,3.2152999882822595,0.14833354779909672,-0.07233983852235817,70.0,110.0,40.0,False
panna_cotta,8.1261,7.57,0.0769170517835727,1.4655,585.5,0.0,Italian,cold,3,230,2.095081103667516,-2.5650276873427966,4.6601087910103125,0.7046678499377265,-1.0766440284605738,1.7813118783983004,2.0241930674493576,4.589220754792154,1.8735096260388857,2.9501536544994593,15.0,18.0,3.0,False
papaya_salad,5.653,7.193,0.0108332800613693,0.201,106.2,0.0,Thai,raw,7,120,1.7321863776931536,-4.52513239573871,6.257318773431864,-0.5291164379844295,-1.4886166511682437,0.9595002131838142,1.973108330885219,6.49824072662393,0.48969817604654375,1.9783148272147875,1.0,2.0,1.0,True
pasta_bolognese,7.5553,7.058,0.3871269799507092,6.6765,1951.1,0.4,Italian,simmer,7,375,2.0222493037384472,-0.949002526202116,2.971251829940563,0.4199061858133619,0.8572346586427885,-0.43732847282942655,1.9541617252530783,2.9031642514551943,-0.0058311230223303655,-0.8630657816651188,116.0,133.0,17.0,False
pasta_carbonara,4.7848,7.116,0.20538029673412,1.8885,969.1,0.4,Italian,boil,5,272,1.56544422674821,-1.5828919124076954,3.1483361391559055,-0.9622455143557918,-0.2757917380330722,-0.6864537763227195,1.9623457698035887,3.545237682211284,0.2070629462072597,0.48285468424033196,99.0,67.0,-32.0,False
patatas_bravas,6.4532,7.31,0.2824044679241891,0.9015,553.7,1.0,Spanish,deep_fry,6,295,1.8645761318098517,-1.264414952226912,3.1289910840367634,-0.12991131599368527,0.20438439280958898,-0.33429570880327425,1.9892432737616872,3.253658225988599,0.9191569019062353,0.7147725090966464,101.0,104.0,3.0,False
peking_duck,9.6586,7.07,0.3637668649375477,2.945,1554.1,0.8,Chinese,roast,6,405,2.2678487101851847,-1.0112420974817378,3.2790908076669227,1.4692040277068037,0.7116054429076415,0.7575985847991622,1.9558604799084813,2.967102577390219,0.03821592578379352,-0.673389517123848,90.0,130.0,40.0,False
penne_arrabbiata,7.9222,7.216,0.1413938119152791,0.7355,486.7,0.4,Italian,boil,6,253,2.069668945031008,-1.9562062894526868,4.025875234483695,0.6029458749640794,-0.6746896713936991,1.2776355463577784,1.9763007827603225,3.932507072213009,0.5741216862582801,1.248811357651979,29.0,32.0,3.0,False
pho,8.6639,6.974,0.395002904915845,6.945,1978.0,0.4,Vietnamese,boil,8,355,2.159164967619153,-0.9288621598907282,3.088027127509881,0.9729664185538505,0.9063339364166936,0.06663248213715689,1.9421889482534593,2.8710511081441874,-0.3141604646651845,-1.2204944010818781,104.0,137.0,33.0,False
pita,5.3447,7.042,0.2214726334827755,0.7217,393.9,0.8,Mediterranean,bake,5,155,1.6761054156801145,-1.5074562479978146,3.183561663677929,-0.6829216605659671,-0.1754705547370053,-0.5074511058289619,1.9518922207328608,3.4593484687306755,-0.06456052143049337,0.11091003330651192,97.0,75.0,-22.0,False
pizza,6.2269,6.838,0.3198078040607087,2.9604,1015.5,0.8,Italian,bake,5,328,1.8288786166638875,-1.140035075938477,2.9689136926023645,-0.2428082406456541,0.43756040689900916,-0.6803686475446633,1.9224952912171096,3.0625303671555866,-0.8133603511345701,-1.2509207580335793,117.0,123.0,6.0,False
pizza_margherita,3.5873,7.126,0.2942943620278918,2.4919,825.4,0.8,Italian,bake,6,296,1.2773998304027792,-1.2231747811538989,2.500574611556678,-1.5596563286321177,0.2785071423132023,-1.8381634709453198,1.9637500671836443,3.186924848337543,0.24376882021236404,-0.03473832210083824,143.0,112.0,-31.0,False
pozole,5.1287,7.237,0.1813985581478384,1.1925,856.0,0.4,Mexican,simmer,6,270,1.634852215762565,-1.7070586898010562,3.341910905563621,-0.7906801038926361,-0.42529621522925876,-0.36538388866337734,1.9792067558839908,3.6862654456850468,0.6512040216689936,1.0765002368982524,84.0,53.0,-31.0,False
pulled_pork,8.706,6.972,0.4097443133224298,2.1585,1244.8,1.2,American,slow_cook,5,290,2.1640124431301055,-0.892221939862241,3.0562343829923466,0.9939693373689095,0.998233301803932,-0.004263964435022527,1.9419021276577746,2.8341240675200154,-0.3215016394662041,-1.319734941270136,105.0,143.0,38.0,False
quesadilla,8.1261,6.777,0.2259953170821839,2.5205,790.1,0.5,Mexican,pan_fry,5,255,2.095081103667516,-1.487241000799824,3.58232210446734,0.7046678499377265,-0.14727570786964306,0.8519435578073695,1.913534526153976,3.4007755269538,-1.037266182565691,-0.889990474696048,58.0,82.0,24.0,False
quiche,6.8464,7.306,0.3547504593313247,3.3045,1352.2,0.8,French,bake,6,360,1.9237229666804154,-1.0363406681399348,2.96006363482035,0.06624896139541832,0.6553962985415099,-0.5891473371460916,1.9886959283730907,3.0250365965130257,0.9044745523041962,0.24907825376268622,118.0,127.0,9.0,False
raita,6.5861,6.859,0.0280594219823921,0.5678,221.6,0.0,Indian,raw,5,223,1.8849613675619499,-3.5734308038645355,5.458392171426485,-0.06360994044685948,-1.3812272167974164,1.317617276350557,1.9255616585171844,5.49899246238172,-0.7362780157238565,0.6449492010735599,8.0,5.0,-3.0,True
ramen,3.1131,6.942,0.1942964691225439,1.321,979.9,0.4,Japanese,boil,8,305,1.1356190142972054,-1.6383700950616278,2.7739891093588334,-1.7962260222687219,-0.3448893910843507,-1.4513366311843712,1.9375899174395945,3.5759600125012225,-0.43161926148151053,-0.08672987039715985,132.0,64.0,-68.0,False
ratatouille,3.4085,7.242,0.1346233349410699,0.74,403.2,0.4,French,simmer,7,365,1.2262723118207028,-2.0052745117078277,3.2315468235285305,-1.6488563733858606,-0.7168974795038663,-0.9319588938819943,1.9798974113434495,3.9851719230512774,0.6695569586715442,1.3864544381754105,93.0,27.0,-66.0,False
ravioli,7.1841,7.222,0.1935701450266944,2.0345,788.0,0.4,Italian,boil,6,300,1.971870250724845,-1.6421153256040386,3.6139855763288837,0.23472130542975256,-0.3494173657278191,0.5841386711575717,1.977131922855266,3.6192472484593043,0.5961452106613421,0.9455625763891612,53.0,61.0,8.0,False
red_curry,7.5144,7.176,0.2608840882697989,2.335,1529.6,0.4,Thai,simmer,8,555,2.0168211796981685,-1.3436790765498106,3.3605002562479793,0.3995019250167844,0.0702242651892539,0.3292776598275305,1.970742124756495,3.3144212013063052,0.42729819023787263,0.35707392504861873,80.0,95.0,15.0,False
ribs,8.833,7.004,0.5441126977074214,3.0445,1849.0,1.5,American,smoke,5,390,2.178494707762995,-0.6085988886785316,2.787093596441527,1.0573273109915347,1.8358988024472356,-0.7785714914557009,1.9464814144236053,2.555080303102137,-0.20404284264988132,-2.039941645097117,130.0,150.0,20.0,False
risotto,8.7482,7.082,0.1798937436216193,1.7245,701.2,0.4,Italian,simmer,6,240,2.168847964921723,-1.7153889156085966,3.8842368805303193,1.0150221443521759,-0.43467737448967647,1.4496995188418524,1.957556353689712,3.6729452692983084,0.08226297458991415,0.5169403490795906,37.0,56.0,19.0,False
samgyeopsal,5.2916,7.223,0.274564609930532,1.809,1295.8,0.6,Korean,grill,6,270,1.6661206576060879,-1.2925686725753445,2.958689330181432,-0.7094122778837733,0.15550996002328013,-0.8649222379070534,1.9772703790687098,3.2698390516440545,0.5998157980618503,0.44430583803857016,119.0,101.0,-18.0,False
samosa,7.0585,7.343,0.2564875522755967,0.7475,278.0,1.0,Indian,deep_fry,6,206,1.9542325643421172,-1.3606751446888634,3.3149077090309804,0.1720617661620229,0.04281583469024848,0.12924593147177443,1.9937474784694735,3.354422623158337,1.0402862861230728,0.9974704514328243,87.0,90.0,3.0,False
sashimi,6.7171,7.112,0.0629854347994419,1.8165,326.0,0.0,Japanese,raw,2,160,1.9046565137725386,-2.7648517729796307,4.669508286752169,0.0017435599040372654,-1.1634950758196443,1.1652386357236815,1.9617834982116034,4.726635271191234,0.19238059660522058,1.3558756724248648,14.0,15.0,1.0,False
satay,7.6778,7.066,0.2351079257839079,1.5179,890.6,0.6,Thai,grill,7,234,2.038333047789222,-1.4477106116100293,3.486043659399251,0.4810191918666815,-0.09046682410406011,0.5714860159707417,1.9552945489369535,3.403005160546983,0.023533576181751135,0.11400040028581124,67.0,81.0,14.0,False
scallion_pancake,8.706,6.964,0.145579254449721,0.5236,324.4,0.5,Chinese,pan_fry,5,167,2.1640124431301055,-1.9270346365462365,4.091047079676342,0.9939693373689095,-0.6485972179339502,1.6425665553028597,1.9407540219059427,3.867788658452179,-0.35086633867028555,0.29773087926366465,26.0,38.0,12.0,False
shawarma,8.167,7.158,0.3031312637237955,2.0475,1046.9,0.8,Mediterranean,roast,8,378,2.1001016443761387,-1.1935893536728055,3.293690998048944,0.7250721107343043,0.3335972419457589,0.3914748687885454,1.968230612343834,3.1618199660166395,0.36122761702869005,0.027630375082931147,89.0,115.0,26.0,False
souffle,6.1345,7.419,0.2974611158696626,2.5855,839.9,0.8,French,bake,5,260,1.8139285752491006,-1.212471765497946,3.0264003407470463,-0.2889049080687291,0.29824899196349375,-0.5871539000322228,2.004044277207389,3.2165160427053348,1.3192509285618454,1.0210019365983518,109.0,109.0,0.0,False
soup,4.6016,6.733,0.1268497208512982,0.7254,312.4,0.4,Other,simmer,7,203,1.526404069104536,-2.0647521935596997,3.591156262664236,-1.0536406385106332,-0.7653589413880786,-0.2882816971225546,1.9070208095631438,3.9717730031228435,-1.1987720281881409,-0.4334130868000623,57.0,29.0,-28.0,False
spanakopita,5.4494,7.365,0.2741309781639822,2.1975,655.7,0.8,Mediterranean,bake,6,330,1.6955055108714927,-1.2941492643141377,2.98965477518563,-0.6306887484534566,0.15280665766175855,-0.7834954061152151,1.9967390499145936,3.2908883142287313,1.1210392089342978,0.9682325512725392,113.0,98.0,-15.0,False
spring_rolls,7.4323,6.845,0.2903988081034614,1.1495,587.3,1.0,Chinese,deep_fry,6,215,2.005835366681783,-1.2365001003668423,3.2423354670486253,0.3585437389190085,0.25422188247825983,0.10432185644074865,1.9235184587404122,3.1600185591072547,-0.787666239331,-1.0418881218092597,92.0,116.0,24.0,False
steak,6.0409,6.761,0.7815011469219191,15.4751,3955.0,0.6,American,grill,5,274,1.798553007468856,-0.24653866153125517,2.045091669000111,-0.33560023351028595,3.3158013484840287,-3.651401581994315,1.9111708081085408,2.157709469639796,-1.0959955809738542,-4.411796929457883,157.0,156.0,-1.0,False
sundubu_jjigae,8.0445,7.119,0.1660415503417002,1.23,659.6,0.4,Korean,boil,7,250,2.0849886281089525,-1.795517218682975,3.8805058467919276,0.6639591046809847,-0.521033286797031,1.1849923914780156,1.9627672661217361,3.7582844848047112,0.21807470840879067,0.7391079952058217,39.0,46.0,7.0,False
sushi,5.1287,6.974,0.0640243446175479,1.1451,510.9,0.0,Japanese,raw,5,247,1.634852215762565,-2.748491883301179,4.383344099063744,-0.7906801038926361,-1.1570184115589983,0.3663383076663622,1.9421889482534593,4.690680831554638,-0.3141604646651845,0.8428579468938138,18.0,16.0,-2.0,False
sweet_and_sour,5.0732,6.416,0.3685525819004364,2.1365,1284.6,1.0,Chinese,deep_fry,9,380,1.6239717822111375,-0.9981718858078551,2.6221436680189925,-0.8183680372474055,0.7414400651962391,-1.5598081024436445,1.8587948705642134,2.8569667563720684,-2.362348234149867,-3.103788299346106,139.0,141.0,2.0,False
tabbouleh,7.1423,7.356,0.0422978507033765,0.3775,443.6,0.0,Mediterranean,raw,6,200,1.9660348533306744,-3.1630190050156988,5.129053858346373,0.21386805111931365,-1.2924634754044702,1.5063315265237838,1.9955163067420747,5.158535311757774,1.0880039223297049,2.380467397734175,10.0,10.0,0.0,False
taco,7.0585,7.05,0.418539769036379,6.887,1744.0,0.6,Mexican,grill,6,245,1.9542325643421172,-0.870983366001421,2.8252159303435382,0.1720617661620229,1.0530650231774772,-0.8810032570154542,1.9530276168241774,2.824010982825598,-0.03519582222641187,-1.0882608454038891,129.0,145.0,16.0,False
takoyaki,6.7171,7.144,0.1512882831212846,0.818,318.3,0.5,Japanese,pan_fry,6,185,1.9046565137725386,-1.888568102552826,3.7932246163253645,0.0017435599040372654,-0.6130065811763467,0.614750141080384,1.9662728435741978,3.854840946127024,0.3098393934215466,0.9228459745978932,41.0,39.0,-2.0,False
tamale,8.3312,7.247,0.1372645889738489,0.8955,663.0,0.3,Mexican,steam,5,200,2.1200075034264976,-1.9858449093499677,4.105852412776465,0.8069884829298563,-0.7004316464746118,1.507420129404468,1.9805875901271444,3.9664324994771123,0.6879098956740948,1.3883415421487064,25.0,30.0,5.0,False
tandoori_chicken,5.2379,7.061,0.2790571517430138,2.2714,1231.8,0.6,Indian,roast,8,355,1.655920654647075,-1.276338673181596,2.932259327828671,-0.7362022242108202,0.18351690007646349,-0.9197191242872836,1.9545866845342097,3.2309253577158055,0.005180639179200606,-0.17833626089726287,121.0,107.0,-14.0,False
tapas,7.4734,7.397,0.1942673219562087,1.37,699.4,0.5,Spanish,stir_fry,6,170,2.011350049542717,-1.6385201201903663,3.649870169733083,0.3790477760519998,-0.3450710973375907,0.7241188733895905,2.0010745126057308,3.639594632796097,1.2384980057506236,1.5835691030882144,50.0,60.0,10.0,False
tempura,7.8001,6.976,0.3320592974999239,2.3195,793.8,1.0,Japanese,deep_fry,4,240,2.0541365541261842,-1.1024417190864853,3.1565782732126695,0.5420324215835869,0.5139374016240768,0.028095019959510137,1.9424756866066786,3.044917405693164,-0.30681928986416496,-0.8207566914882417,98.0,125.0,27.0,False
teriyaki,4.2749,6.712,0.2907920050126571,2.45,1328.7,0.6,Japanese,grill,6,395,1.4527607103022653,-1.23514702677961,2.6879077370818756,-1.2166252840422207,0.2566731100292968,-1.4732983940715174,1.903896969164905,3.1390439959445153,-1.2758543635988546,-1.5325274736281513,138.0,119.0,-19.0,False
thai_iced_tea,6.2269,7.216,0.0243759548418201,0.3815,224.6,0.0,Thai,cold,3,120,1.8288786166638875,-3.7141580898677202,5.543036706531607,-0.2428082406456541,-1.4041903071146282,1.161382066468974,1.9763007827603225,5.690458872628042,0.5741216862582801,1.9783119933729083,5.0,4.0,-1.0,True
tikka_masala,6.9741,7.079,0.2352417448800396,2.3429,1215.7,0.4,Indian,simmer,11,455,1.942203287123987,-1.44714159197171,3.389344879095697,0.12995615219549078,-0.08963258291949981,0.2195887351149906,1.9571326547920522,3.4042742467637623,0.07125121238838317,0.160883795307883,77.0,80.0,3.0,False
tiramisu,8.29,7.448,0.1078809838214075,1.522,947.6,0.0,Italian,cold,5,205,2.1150499691472033,-2.226726661161836,4.34177663030904,0.7864345576286573,-0.8836118821631063,1.6700464397917636,2.007945539974766,4.234672201136602,1.4256979631766438,2.30930984533975,19.0,22.0,3.0,False
tom_kha,5.8981,7.207,0.1858816088936304,1.2495,895.9,0.4,Thai,boil,7,330,1.774630265149318,-1.682645319252838,3.457275584402156,-0.4068405377095836,-0.39734844340353276,-0.009492094306050858,1.975052775942304,3.657698095195142,0.5410863996536872,0.93843484305722,69.0,58.0,-11.0,False
tom_yum,7.7593,7.086,0.1541886022669634,1.563,430.0,0.4,Thai,boil,8,225,2.0488921239407376,-1.869578735844416,3.9184708597851534,0.5216780489552161,-0.5949257111836748,1.116603760138891,1.9581210064432804,3.827699742287696,0.09694532419195652,0.6918710353756313,35.0,42.0,7.0,False
tteokbokki,5.8981,6.906,0.1505269670921717,1.1205,499.0,0.4,Korean,simmer,6,230,1.774630265149318,-1.8936130275079344,3.6682432926572526,-0.4068405377095836,-0.6177526989152294,0.21091216120564582,1.9323905989678005,3.826003626475735,-0.5637604078998789,0.053992291015350524,49.0,43.0,-6.0,False
udon,6.3182,6.941,0.1444559831100882,0.7345,524.2,0.4,Japanese,boil,5,290,1.843434357466077,-1.9347804329893694,3.778214790455446,-0.19726034307285345,-0.6555998000769032,0.45833945700404977,1.9374458563574466,3.8722262893468162,-0.43528984888202193,0.22030995119488128,42.0,37.0,-5.0,False
vindaloo,7.9222,7.325,0.2360593776690798,1.7869,1368.3,0.4,Indian,simmer,9,315,2.069668945031008,-1.4436719053098617,3.51334085034087,0.6029458749640794,-0.08453538105383351,0.6874812560179129,1.991293154903131,3.434965060212993,0.9742157129138902,1.0587510939677238,64.0,79.0,15.0,False
waffle,5.2916,7.266,0.1785825277098203,1.208,550.2,0.5,American,bake,5,265,1.6661206576060879,-1.7227044444976627,3.3888251021037505,-0.7094122778837733,-0.4428516212683053,-0.26656065661546796,1.9832059337990102,3.705910378296673,0.7576510562837887,1.200502677552094,78.0,52.0,-26.0,False
wonton_soup,5.8499,6.753,0.1715262451683963,1.2425,723.1,0.4,Chinese,boil,7,178,1.7664245670805667,-1.763018991032632,3.529443558113199,-0.4308866347852573,-0.4868411689196854,0.05595453413442808,1.909986850592705,3.673005841625337,-1.1253602801779357,-0.6385191112582502,60.0,55.0,-5.0,False
xiao_long_bao,8.7482,7.102,0.1355547936033021,0.862,650.8,0.3,Chinese,steam,5,158,2.168847964921723,-1.9983793395660985,4.167227304487821,1.0150221443521759,-0.7110906761386363,1.7261128204908123,1.9603764345208963,3.9587557740869945,0.15567472260011953,0.8667653987387558,22.0,31.0,9.0,False
yakitori,3.314,6.842,0.2192980503856408,1.4135,725.1,0.6,Japanese,grill,4,180,1.1981559190043711,-1.5173235137681689,2.71547943277254,-1.6960006923412783,-0.18902711602997016,-1.5069735763113081,1.923080086555413,3.440403600323582,-0.7986780015325309,-0.6096508855025607,136.0,77.0,-59.0,False
