dish_id,point_rank,rank_5pct,rank_95pct,rank_iqr
tendon,1942,471,2361,708
dal_makhani,1943,416,2357,788
tihlo,1944,534,2376,728
pottage,1945,521,2372,786
oyakodon,1946,588,2366,770
amaretti_di_saronno,1947,508,2357,737
spritzgebck,1948,564,2352,714
klobsnk,1949,508,2361,773
ht,1950,585,2353,761
coulibiac,1951,645,2362,750
bresaola,1952,544,2344,715
thieboudienne,1953,368,2363,663
katsudon,1954,484,2359,762
danish_pastry,1955,471,2364,742
parmigiana,1956,497,2379,791
chankonabe,1957,586,2359,726
lumpia,1958,622,2363,683
pizza,1959,501,2365,735
mantecada,1960,555,2334,717
kuru_fasulye,1961,599,2362,749
sausage_bread,1962,396,2374,700
kniekchle,1963,524,2346,752
chiayi_turkey_rice,1964,566,2349,743
camachile_cookie,1965,502,2388,747
shanghai_fried_noodles,1966,641,2370,771
sugar_cookie,1967,484,2366,734
enchilada,1968,546,2367,729
black_bun,1969,569,2363,715
speculaas,1970,515,2370,752
okroshka,1971,501,2354,716
scovard,1972,547,2357,752
pinolate,1973,560,2370,733
rafanata,1974,565,2359,729
nazook,1975,575,2361,716
haddekuche,1976,562,2369,750
ballotine,1977,567,2363,731
rosquillo,1978,620,2374,748
borracho_beans,1979,535,2349,745
kabab_barg,1980,542,2355,712
samgyeopsal,1981,527,2355,767
paprenjak,1982,486,2381,723
shashlik,1983,588,2384,718
buttermilk_pie,1984,537,2347,756
escabeche,1985,504,2366,732
kuzhambu,1986,491,2360,726
tahini_cookie,1987,582,2385,746
sandie,1988,570,2372,716
bethmnnchen,1989,475,2369,773
caramel_shortbread,1990,411,2365,741
bizcocho,1991,498,2379,819
moqueca,1992,586,2371,720
sandwich_cookie,1993,420,2376,757
zucchini_slice,1994,516,2368,698
arsik,1995,566,2396,679
el_fudge,1996,496,2380,756
rajma,1997,651,2367,679
ollada,1998,549,2380,733
marzipan,1999,574,2370,704
meimurska_gibanica,2000,418,2370,718
ugoyugoy,2001,508,2370,755
bredele,2002,574,2373,690
vnoka,2003,538,2384,681
khapse,2004,536,2364,761
panettone,2005,524,2368,713
masa_podrida,2006,493,2381,760
brudet,2007,528,2381,721
iron_egg,2008,552,2376,700
doner_kebab,2009,545,2377,726
piata_cookie,2010,421,2379,783
bossche_bol,2011,631,2386,729
fried_rice,2012,468,2393,744
nasi_kapau,2013,496,2398,737
tallarn_saltado,2014,611,2383,713
mchoui,2015,613,2387,663
spanakopita,2016,564,2387,779
springerle,2017,449,2369,714
fat_rascal,2018,548,2373,729
gingerbread_man,2019,479,2375,744
southern_tomato_pie,2020,414,2388,781
kuchen,2021,576,2381,731
char_siu,2022,574,2383,738
flour_kurabiye,2023,529,2368,724
charleston_red_rice,2024,579,2390,706
schnitzel,2025,615,2377,701
chess_pie,2026,559,2394,772
chicken_curry,2027,599,2378,757
peanut_pie,2028,526,2383,743
hasenpfeffer,2029,543,2388,741
cornulee,2030,595,2367,734
qottab,2031,503,2375,736
tandoori_chicken,2032,648,2397,740
yassa,2033,693,2397,709
stuffed_apples,2034,539,2375,692
jodenkoek,2035,480,2390,709
hokkien_char_mee,2036,640,2389,695
krotule,2037,556,2379,676
pt_chaud,2038,651,2385,689
babka,2039,521,2381,705
ampaw,2040,553,2400,716
battered_sausage,2041,625,2389,725
stuffed_pizza,2042,461,2393,725
haminados,2043,460,2385,760
saag,2044,466,2390,699
thalassery_biryani,2045,657,2397,699
general_tso,2046,582,2391,722
pastizz,2047,648,2386,748
bndnerfleisch,2048,588,2404,714
french_fries,2049,551,2387,766
garbure,2050,641,2396,711
tzimmes,2051,629,2399,717
korovai,2052,550,2395,741
arrs_negre,2053,659,2403,721
solyanka,2054,562,2377,749
sundae_sausage,2055,477,2407,717
vetkoek,2056,574,2401,703
almond_biscuit,2057,572,2393,693
hot_link_sausage,2058,475,2388,669
pasc,2059,505,2386,685
butterkaka,2060,685,2394,688
hellimli,2061,674,2407,709
cornbread,2062,673,2390,681
rijstevlaai,2063,722,2410,638
stuffed_dates,2064,612,2408,664
concave_cake,2065,468,2396,689
rasstegai,2066,561,2398,690
red_beans_and_rice,2067,521,2407,710
gajar_ka_halwa,2068,586,2394,701
taco,2069,553,2406,756
run_down,2070,626,2402,727
fusi,2071,596,2402,640
claypot_rice,2072,549,2416,718
paksiw_na_baboy,2073,578,2410,670
moussaka,2074,609,2404,682
rappie_pie,2075,579,2399,676
gyro,2076,575,2413,737
stuffed_eggplant,2077,609,2415,717
barbajuan,2078,612,2408,725
krofne,2079,627,2411,691
laing,2080,649,2408,720
mandelkubb,2081,601,2396,693
stuffed_chine,2082,729,2418,692
panellets,2083,722,2409,672
kibbeh,2084,495,2405,740
cocido_lebaniego,2085,680,2420,657
fasole_cu_crnai,2086,553,2407,760
jamaican_patty,2087,649,2399,671
sosatie,2088,652,2406,729
maqluba,2089,620,2404,718
maconochie,2090,508,2420,732
manchamanteles,2091,718,2413,687
coxinha,2092,631,2404,717
pastilla,2093,634,2412,735
oil_down,2094,658,2404,729
carac,2095,546,2415,678
fla,2096,638,2403,668
cream_pie,2097,501,2401,712
bara_brith,2098,572,2416,730
carrot_bread,2099,605,2395,687
tuna_pot,2100,482,2413,694
black_and_white_cookie,2101,539,2409,717
nilaga,2102,668,2415,727
cheesecake,2103,621,2415,717
sugar_cream_pie,2104,633,2414,733
bun_kebab,2105,605,2422,710
moravian_chicken_pie,2106,773,2404,642
beef_chow_fun,2107,739,2416,670
andong_jjimdak,2108,527,2424,724
stuffed_ham,2109,644,2416,700
croquembouche,2110,638,2425,741
linatan,2111,574,2412,709
moambe_chicken,2112,662,2403,717
strata,2113,565,2426,678
ostropel,2114,656,2416,667
arroz_con_gandules,2115,570,2415,662
biscotti,2116,670,2419,687
paskha,2117,714,2419,716
oyster_stew,2118,637,2427,682
chatti_pathiri,2119,679,2420,671
stuffed_sorrel,2120,535,2422,675
chasan,2121,741,2424,651
kibbeh_nayyeh,2122,599,2425,665
arroz_caldoso,2123,769,2424,645
massaman_curry,2124,572,2416,671
yau_gok,2125,691,2415,660
chicken_tikka_masala,2126,548,2433,701
carrot_cake,2127,669,2421,691
babi_hong,2128,698,2417,633
silvana,2129,699,2432,630
ayam_buah_keluak,2130,516,2422,718
poutine,2131,654,2420,662
cream_stew,2132,671,2424,669
natchitoches_meat_pie,2133,723,2429,663
chilorio,2134,664,2424,623
makarony_poflotski,2135,649,2421,704
huaian_pingqiao_tofu,2136,757,2422,697
chimichanga,2137,660,2428,663
acbadem_kurabiyesi,2138,603,2416,678
chow_fun,2139,673,2410,693
falafel,2140,666,2426,653
duck_rice,2141,626,2428,704
stargazy_pie,2142,706,2429,605
bunny_chow,2143,660,2419,645
hot_pot,2144,523,2441,702
gyudon,2145,697,2410,631
wat,2146,731,2419,582
pernil,2147,774,2432,659
pasulj,2148,622,2424,670
duck_confit,2149,670,2425,688
queso_flameado,2150,660,2430,690
cebolada,2151,639,2422,671
sopa_paraguaya,2152,682,2421,669
calabacitas_con_puerco,2153,609,2433,644
ladera,2154,826,2427,661
cashew_pie,2155,716,2440,675
shiro,2156,726,2426,670
melton_mowbray_pork_pie,2157,778,2424,605
steamed_cheeseburger,2158,697,2424,675
tatws_pum_munud,2159,720,2443,596
kiampong,2160,653,2437,669
pollo_motuleo,2161,652,2431,665
koeksister,2162,695,2446,681
naan,2163,535,2431,686
riz_gras,2164,561,2439,711
stuffed_crust_pizza,2165,698,2435,652
stuffed_melon,2166,750,2438,683
galinhada,2167,567,2444,614
chocolate_pudding,2168,719,2428,623
bicol_express,2169,570,2437,617
calfs_liver_and_bacon,2170,748,2425,665
stuffed_quinces,2171,749,2436,663
mandi,2172,662,2417,674
madumongso,2173,725,2434,622
gumbo,2174,633,2425,657
ghormeh_sabzi,2175,607,2443,628
curry_bread,2176,624,2438,626
kibinai,2177,803,2429,563
peanut_stew,2178,660,2427,631
cocido_montas,2179,613,2438,642
kabsa,2180,700,2442,737
lauzinaj,2181,662,2439,670
christmas_ham,2182,662,2436,707
sapo_tahu,2183,793,2430,636
akhni,2184,594,2435,636
frijoles_charros,2185,682,2444,681
hoppin_john,2186,757,2439,667
banitsa,2187,689,2452,596
rainbow_cookie,2188,781,2433,627
bndner_nusstorte,2189,685,2441,670
prklt,2190,700,2434,584
hot_pockets,2191,634,2447,681
gteau_basque,2192,837,2444,581
saltah,2193,696,2447,640
fricot,2194,609,2435,663
walnut_pie,2195,718,2438,613
cookie_cake,2196,688,2445,621
angel_wings,2197,822,2436,650
alcapurria,2198,568,2437,602
cozido_portuguesa,2199,611,2444,699
carnitas,2200,717,2446,550
sha_phaley,2201,578,2438,647
dalcha,2202,700,2442,632
sheikh_almahshi,2203,723,2447,634
lskisoosi,2204,679,2449,683
haggis,2205,656,2451,633
bean_pie,2206,694,2443,643
andrajos,2207,719,2442,637
motsunabe,2208,646,2436,585
karaage,2209,664,2445,632
mun_tahu,2210,644,2446,622
chiko_roll,2211,646,2434,637
belokranjska_povitica,2212,648,2451,607
roast_chicken,2213,608,2440,702
kedjenou,2214,655,2445,644
shchi,2215,632,2457,612
gustavus_adolphus_pastry,2216,666,2446,606
solomon_gundy,2217,774,2446,629
olla_podrida,2218,722,2457,652
sekba,2219,797,2457,625
korokke,2220,776,2457,563
empanada,2221,717,2447,657
eisbein,2222,747,2451,623
qaz,2223,676,2457,620
frijoles_negros,2224,701,2454,638
pata_tim,2225,700,2452,617
chicharrn,2226,732,2446,624
paste_pasty,2227,703,2457,627
pirozhki,2228,740,2454,582
rubaboo,2229,757,2458,602
waterzooi,2230,789,2454,564
vegetarian_chili,2231,755,2451,567
jalapeo_popper,2232,800,2457,593
dodol,2233,704,2451,661
gaifan,2234,749,2444,641
bibimbap,2235,779,2461,626
potaufeu,2236,827,2453,584
shahan_ful,2237,788,2441,589
judd_mat_gaardebounen,2238,784,2449,653
lo_mein,2239,839,2456,602
kue_makmur,2240,919,2458,586
b_nng_l_lt,2241,756,2459,604
tahu_campur,2242,649,2458,603
bichak,2243,752,2458,561
ribs,2244,889,2453,613
malewa,2245,863,2461,536
gulai,2246,775,2464,574
bariis_iskukaris,2247,727,2451,621
taro_dumpling,2248,748,2453,623
coffee_jelly,2249,542,2467,629
caruru,2250,724,2462,640
burro_perchern,2251,797,2461,565
saltimbocca,2252,863,2468,586
rssypottu,2253,837,2467,580
caparrones,2254,765,2462,550
orez_shuit,2255,787,2466,607
kaasstengels,2256,934,2460,524
tocan,2257,763,2455,540
chocolate_brownie,2258,783,2469,545
lancashire_hotpot,2259,708,2464,512
kesme,2260,899,2467,576
lomo_saltado,2261,750,2461,563
turo,2262,758,2465,553
taquito,2263,823,2465,558
molote,2264,920,2481,591
francesinha,2265,848,2466,545
chipotle,2266,954,2474,534
jota,2267,750,2466,600
cocido,2268,866,2473,565
pariser_schnitzel,2269,871,2464,546
negimaki,2270,785,2472,617
alicot,2271,875,2472,577
fudge,2272,905,2473,555
stuffed_ribs,2273,718,2462,551
ramen,2274,799,2468,592
nargesi_kebab,2275,797,2481,545
kitfo,2276,850,2460,554
buuz,2277,678,2476,557
muskazine,2278,899,2465,559
bamia,2279,821,2471,603
kadyos_baboy_kag_langka,2280,876,2470,523
medovik,2281,704,2477,560
umngqusho,2282,975,2478,541
smoked_egg,2283,822,2471,577
karnyark,2284,782,2470,579
crispy_pata,2285,762,2481,544
qurabiya,2286,914,2472,532
schweinshaxe,2287,885,2482,531
wallenbergare,2288,840,2470,559
kipper,2289,803,2473,535
frijoles_puercos,2290,762,2469,495
chakhchoukha,2291,770,2475,523
gordita,2292,810,2480,552
pltanos_rellenos,2293,755,2478,566
beef_tartare,2294,888,2479,535
paomo,2295,919,2481,507
pide,2296,802,2479,523
goto,2297,900,2479,558
bulgogi,2298,886,2484,549
spare_ribs,2299,913,2481,533
gibanica,2300,840,2477,567
tajine,2301,797,2478,547
cotoletta_alla_bolognese,2302,828,2484,580
figolla,2303,823,2478,513
bruttiboni,2304,918,2480,498
mandelbrot,2305,798,2480,587
tsuivan,2306,853,2472,567
new_orleans_hot_sausage,2307,974,2491,537
loobia_polo,2308,930,2489,532
chelow_kabab,2309,912,2499,492
dhansak,2310,927,2487,505
tomato_bredie,2311,821,2485,523
kurnik,2312,913,2486,547
runza,2313,876,2491,526
adobo,2314,790,2485,566
croline,2315,1002,2488,518
pichelsteiner,2316,982,2490,480
saksang,2317,930,2491,457
cabidela,2318,860,2491,510
patlcanl_kebap,2319,932,2494,521
loco_moco,2320,857,2484,494
black_bottom_pie,2321,951,2493,467
ch_gi,2322,904,2485,440
kare_kare,2323,962,2497,471
teriyaki,2324,919,2502,473
hortobgyi_palacsinta,2325,903,2500,476
dosa,2326,880,2499,536
schnitz_un_knepp,2327,1034,2494,474
croquette,2328,783,2492,527
biltong,2329,956,2496,455
sa,2330,989,2494,508
rogan_josh,2331,974,2496,484
goulash,2332,1011,2501,440
carimaola,2333,866,2494,464
chicken_feet,2334,864,2498,486
chorizo,2335,799,2491,511
rauchkse,2336,890,2493,521
nikujaga,2337,986,2488,509
mixiote,2338,848,2501,483
hariharinabe,2339,1051,2502,453
tarta_de_santiago,2340,1048,2498,440
pasty,2341,876,2499,512
jokbal,2342,968,2494,482
paio,2343,970,2496,513
stuffed_cucumber,2344,844,2502,471
lukanka,2345,1074,2502,416
yakitori,2346,956,2499,487
rissole,2347,991,2503,473
carrot_pudding,2348,1024,2510,454
hawawshi,2349,1185,2507,418
chocolate_chip_cookie,2350,1012,2506,422
koobideh,2351,975,2508,501
salchichn,2352,1021,2511,419
balyk,2353,1131,2506,440
suya,2354,1100,2510,411
szczecin_pasztecik,2355,882,2507,462
bridie,2356,942,2505,434
cannelloni,2357,1012,2502,431
escudella,2358,1121,2510,417
cabrito,2359,982,2509,387
bockwurst,2360,1066,2513,423
taco_rice,2361,1047,2516,458
bierock,2362,1014,2513,467
bandeja_paisa,2363,932,2516,438
meat_pie,2364,1131,2506,396
sweet_and_sour,2365,1069,2513,430
hog_maw,2366,959,2505,443
tzfatit,2367,1004,2515,381
drob,2368,1044,2517,437
karelian_hot_pot,2369,1054,2518,409
kofte,2370,1071,2511,436
mrouzia,2371,1034,2511,409
steak_and_kidney_pudding,2372,921,2512,415
derby_pie,2373,998,2512,415
fleischkuekle,2374,1005,2511,416
kharcho,2375,1243,2512,376
lasagna,2376,1057,2513,383
guokui,2377,1230,2515,373
skirts_and_kidneys,2378,962,2513,449
keftedes,2379,1173,2518,382
roulade,2380,989,2518,418
irish_stew,2381,1184,2522,384
kulen,2382,1049,2518,436
chaudin,2383,1133,2520,377
potjiekos,2384,1252,2521,381
carne_asada,2385,1184,2523,393
kadyos_manok_kag_ubad,2386,1121,2523,388
picadillo,2387,1136,2528,373
occhi_di_lupo,2388,1182,2525,410
papa_rellena,2389,1029,2518,364
zrcher_geschnetzeltes,2390,1222,2522,404
manicotti,2391,1054,2522,391
piti,2392,898,2524,488
navarin,2393,1159,2520,352
mansaf,2394,1062,2524,413
mississippi_mud_pie,2395,1191,2525,315
chicken_sandwich,2396,1047,2524,398
fabada_asturiana,2397,1399,2526,314
tharid,2398,1250,2525,377
katiya,2399,1073,2525,386
beef_stroganoff,2400,1071,2523,403
flipper_pie,2401,1103,2524,353
sajji,2402,1176,2527,363
linguia,2403,1171,2524,345
corned_beef_pie,2404,1247,2529,316
chili,2405,1287,2528,359
babic_sausage,2406,1016,2526,382
sarma,2407,1191,2532,363
stuffed_squash,2408,1259,2525,377
guernsey_bean_jar,2409,1266,2526,335
gheimeh,2410,1371,2530,314
turducken,2411,1031,2526,393
efo_riro,2412,1111,2531,354
andouille,2413,1317,2529,290
burrito,2414,1300,2534,328
palaver_sauce,2415,1295,2529,330
pastitsio,2416,1268,2529,275
kig_ha_farz,2417,1034,2527,344
pie_floater,2418,1097,2528,324
pt_chinois,2419,1340,2530,302
beef_bourguignon,2420,1178,2535,334
halfsmoke,2421,1279,2531,308
tibs,2422,1218,2529,324
ragout_fin,2423,1231,2535,322
paupiette,2424,1151,2530,323
doctors_sausage,2425,1294,2532,295
fried_chicken,2426,1269,2534,307
kalops,2427,1249,2537,298
stroganoff,2428,1381,2533,325
steak_and_eggs,2429,1267,2534,300
khash,2430,1191,2532,294
anticucho,2431,1308,2533,300
brownie,2432,1314,2532,307
sulu_kfte,2433,1300,2529,304
bakso,2434,1424,2534,301
harqma,2435,1257,2535,319
qarta,2436,1266,2533,333
zrazy,2437,1134,2539,311
kholodets,2438,1344,2536,309
pirog,2439,1211,2535,341
kishka,2440,1263,2536,312
pabelln_criollo,2441,1249,2538,280
waterblommetjiebredie,2442,1164,2538,309
boerewors,2443,1308,2539,327
stew_peas,2444,1386,2536,275
carne_a_la_tampiquea,2445,1262,2536,293
vanillerostbraten,2446,1217,2538,290
killie_pie,2447,1272,2537,272
sukiyaki,2448,1392,2539,286
aspic,2449,1317,2537,274
gored_gored,2450,1342,2539,288
jucy_lucy,2451,1222,2540,300
stuffed_peppers,2452,1474,2541,266
meat_and_potato_pie,2453,1364,2541,290
cocido_madrileo,2454,1388,2540,270
holishkes,2455,1446,2543,293
ndol,2456,1375,2535,278
stuffed_intestines,2457,1339,2541,279
sachertorte,2458,1285,2543,263
mulligan_stew,2459,1401,2545,255
vienna_sausage,2460,1272,2541,269
yaka_mein,2461,1277,2548,262
soto_betawi,2462,1283,2539,249
tagine,2463,1344,2544,260
shepherds_pie,2464,1383,2545,234
drowors,2465,1538,2542,257
qoiri,2466,1453,2546,231
steak_and_kidney_pie,2467,1332,2544,267
carpetbag_steak,2468,1344,2547,245
buffalo_wings,2469,1403,2544,252
jellied_veal,2470,1329,2548,249
rendang,2471,1570,2549,245
bife_a_cavalo,2472,1416,2547,234
tripas,2473,1514,2549,247
butifarra_soledeas,2474,1395,2548,246
gobki,2475,1446,2547,221
picanha,2476,1463,2547,247
frikkadel,2477,1519,2548,240
cholent,2478,1547,2547,264
hayashi_rice,2479,1343,2550,249
rice_and_gravy,2480,1460,2549,231
kamounia,2481,1623,2547,213
beefsteak,2482,1544,2548,217
steak_pie,2483,1399,2548,222
balbacua,2484,1444,2547,255
osso_buco,2485,1594,2550,209
rawon,2486,1493,2551,214
bistek,2487,1557,2550,204
semur,2488,1358,2550,205
lorne_sausage,2489,1535,2549,207
new_yorkstyle_cheesecake,2490,1581,2551,203
khoresh_karafs,2491,1340,2553,230
galbijjim,2492,1655,2551,204
trl,2493,1445,2551,209
birria,2494,1283,2552,226
mechado,2495,1674,2552,203
guyanese_pepperpot,2496,1448,2553,185
tripas_moda_do_porto,2497,1543,2551,211
bannu_pulao,2498,1458,2552,212
cowboy_beans,2499,1563,2554,194
blanquette_de_veau,2500,1452,2554,206
ragout,2501,1620,2552,213
mala_mogodu,2502,1445,2555,205
chili_con_carne,2503,1615,2553,195
scouse,2504,1524,2553,220
bobotie,2505,1609,2554,204
flaki,2506,1653,2552,194
kapana,2507,1619,2555,201
seco,2508,1476,2554,188
cabbage_roll,2509,1609,2555,181
fajita,2510,1612,2555,174
brisket,2511,1743,2555,166
krautshuptchen,2512,1541,2557,184
kilishi,2513,1415,2554,177
hamin,2514,1717,2556,188
konro,2515,1658,2556,176
puchero,2516,1621,2556,151
lunggoi_katsa,2517,1597,2556,182
gaisburger_marsch,2518,1750,2555,152
callos,2519,1654,2557,167
kotlovina,2520,1704,2555,170
fish_and_chips,2521,1490,2557,168
cachopo,2522,1701,2556,178
meatloaf,2523,1591,2556,161
braciolone,2524,1741,2557,172
asado,2525,1763,2557,142
scotch_pie,2526,1570,2557,157
puntas,2527,1736,2557,158
sujuk,2528,1728,2556,164
hamburger,2529,1771,2557,143
seapie,2530,1434,2557,174
tamale_pie,2531,1791,2557,139
ahriche,2532,1663,2558,150
machaca,2533,1739,2558,136
jjim,2534,1709,2558,137
spanish_fricco,2535,1794,2559,141
paticada,2536,1798,2559,139
steak,2537,1661,2558,134
pepper_pot_soup,2538,1780,2559,130
spicy_cow_feet,2539,1770,2560,121
seswaa,2540,1759,2559,127
lobby,2541,1917,2561,116
empado,2542,1883,2560,134
orange_chicken,2543,1710,2560,123
ostrich_stew,2544,1795,2560,127
sonofabitch_stew,2545,1748,2560,136
guatita,2546,1648,2560,119
menudo,2547,1830,2560,119
tripoux,2548,1800,2560,123
zoervleis,2549,1762,2560,119
sapu_mhicha,2550,1966,2560,108
farsu_magru,2551,1927,2560,114
mocot,2552,1945,2559,112
hache,2553,1992,2560,110
oxtail_stew,2554,1857,2561,127
churrasco,2555,1722,2561,131
kapuska,2556,1802,2561,117
brsi,2557,1947,2562,110
kuurdak,2558,1959,2562,71
hochepot,2559,2116,2563,61
boliche,2560,2050,2563,62
pot_roast,2561,2117,2563,66
paya,2562,2132,2563,63
donburi,2563,2413,2563,12
